Age_GTS2004,Age_GTS2012,Age_GTS2016,Age_GTS2020,SLice,SLice max,SLice min,d18Osw,Temperature,Temperature max,Temperature min,SLice (long),SLice max (long),SLice min (long),d18Osw (long),Temperature (long),Temperature max (long),Temperature min (long)
27.7,27.324,27.324,27.324,-16.33,-3.58,-25.37,0.18,6.37,7.29,5.05,5.68,20.06,-6.69,-0.06,5.17,6.13,3.89
27.8,27.415,27.415,27.415,-14.86,0.7,-24.29,0.16,6.43,7.36,5.11,5.43,19.88,-6.83,-0.06,5.2,6.16,3.91
27.9,27.525,27.525,27.525,-9.68,8.33,-19.25,0.11,6.31,7.24,4.98,5.17,19.68,-6.94,-0.06,5.24,6.19,3.93
28,27.642,27.642,27.642,-1.81,17.25,-11.03,0.02,6.05,6.98,4.71,4.91,19.49,-7.02,-0.05,5.27,6.22,3.95
28.1,27.759,27.759,27.759,6.98,25.66,-1.94,-0.08,5.68,6.62,4.35,4.69,19.32,-7.06,-0.05,5.3,6.25,3.98
28.2,27.871,27.871,27.871,14.62,32.26,5.12,-0.16,5.3,6.24,3.95,4.5,19.19,-7.06,-0.05,5.33,6.28,4
28.3,27.957,27.957,27.957,19.74,36.45,8.62,-0.22,4.99,5.93,3.64,4.37,19.11,-7,-0.05,5.36,6.31,4.02
28.4,28.044,28.044,28.044,21.96,38.14,8.85,-0.24,4.81,5.75,3.46,4.29,19.08,-6.89,-0.05,5.39,6.34,4.04
28.5,28.123,28.123,28.123,21.55,37.41,6.96,-0.24,4.76,5.71,3.4,4.28,19.09,-6.73,-0.05,5.41,6.37,4.06
28.6,28.195,28.195,28.195,19.21,34.59,4.16,-0.21,4.81,5.76,3.45,4.32,19.16,-6.53,-0.05,5.44,6.39,4.08
28.7,28.267,28.267,28.267,15.83,30.54,1.16,-0.17,4.92,5.87,3.55,4.42,19.27,-6.29,-0.05,5.46,6.41,4.09
28.8,28.383,28.383,28.383,12.3,26.35,-1.73,-0.14,5.02,5.98,3.65,4.58,19.42,-6,-0.05,5.47,6.43,4.1
28.9,28.505,28.505,28.505,9.43,22.97,-4.1,-0.1,5.08,6.04,3.7,4.79,19.6,-5.67,-0.05,5.48,6.44,4.1
29,28.628,28.628,28.628,7.37,20.56,-5.82,-0.08,5.11,6.07,3.73,5.05,19.81,-5.3,-0.06,5.49,6.44,4.1
29.1,28.751,28.751,28.751,5.6,18.36,-7.15,-0.06,5.18,6.15,3.79,5.35,20.04,-4.9,-0.06,5.5,6.45,4.09
29.2,28.874,28.874,28.874,3.6,15.7,-8.35,-0.04,5.31,6.28,3.92,5.7,20.26,-4.48,-0.06,5.5,6.45,4.09
29.3,28.997,28.997,28.997,1.27,12.68,-9.49,-0.01,5.48,6.46,4.09,6.07,20.47,-4.07,-0.07,5.5,6.46,4.08
29.4,29.12,29.12,29.12,-1.07,10.04,-10.47,0.01,5.69,6.67,4.29,6.45,20.64,-3.68,-0.07,5.5,6.46,4.08
29.5,29.233,29.233,29.233,-2.95,8.72,-11.17,0.03,5.86,6.85,4.46,6.82,20.77,-3.33,-0.08,5.51,6.48,4.09
29.6,29.335,29.335,29.335,-4.07,9.09,-11.54,0.04,5.97,6.95,4.56,7.16,20.86,-3.04,-0.08,5.51,6.5,4.1
29.7,29.436,29.436,29.436,-4.24,10.89,-11.28,0.05,6,6.99,4.59,7.46,20.91,-2.81,-0.08,5.53,6.52,4.12
29.8,29.504,29.504,29.504,-3.31,13.56,-9.88,0.04,5.98,6.97,4.56,7.71,20.95,-2.63,-0.08,5.54,6.55,4.14
29.9,29.584,29.584,29.584,-1.33,16.58,-7.31,0.01,5.91,6.91,4.49,7.9,20.99,-2.49,-0.09,5.57,6.58,4.16
30,29.706,29.706,29.706,1.36,19.46,-4.28,-0.01,5.82,6.82,4.39,8.04,21.08,-2.35,-0.09,5.59,6.61,4.18
30.1,29.828,29.828,29.828,4.12,21.72,-1.87,-0.05,5.72,6.72,4.29,8.15,21.21,-2.2,-0.09,5.62,6.64,4.2
30.2,29.949,29.949,29.949,6.35,22.96,-0.91,-0.07,5.64,6.65,4.21,8.25,21.4,-2.03,-0.09,5.64,6.66,4.22
30.3,30.096,30.096,30.096,7.83,23.05,-1.14,-0.09,5.59,6.6,4.15,8.36,21.66,-1.81,-0.09,5.67,6.69,4.24
30.4,30.247,30.247,30.247,8.76,22.28,-1.42,-0.1,5.57,6.58,4.12,8.5,21.96,-1.55,-0.09,5.69,6.71,4.25
30.5,30.399,30.399,30.399,9.59,21.31,-0.83,-0.11,5.57,6.59,4.12,8.68,22.32,-1.25,-0.1,5.71,6.74,4.27
30.6,30.55,30.55,30.55,10.73,20.8,0.9,-0.12,5.6,6.62,4.14,8.92,22.71,-0.9,-0.1,5.74,6.76,4.28
30.7,30.657,30.657,30.649,12.33,21.12,3.46,-0.14,5.64,6.66,4.18,9.22,23.14,-0.51,-0.1,5.75,6.77,4.29
30.8,30.748,30.748,30.728,14.24,22.21,6.17,-0.16,5.67,6.69,4.2,9.57,23.6,-0.09,-0.11,5.77,6.79,4.3
30.9,30.838,30.838,30.806,16.13,23.88,8.28,-0.18,5.67,6.7,4.2,9.96,24.1,0.35,-0.11,5.78,6.8,4.3
31,30.929,30.929,30.885,17.59,25.96,9.13,-0.19,5.65,6.69,4.18,10.37,24.63,0.79,-0.11,5.79,6.82,4.31
31.1,31.02,31.02,30.964,18.33,28.33,8.24,-0.2,5.64,6.68,4.16,10.79,25.18,1.23,-0.12,5.8,6.83,4.31
31.2,31.117,31.117,31.064,18.3,30.79,5.73,-0.2,5.65,6.69,4.17,11.19,25.73,1.63,-0.12,5.81,6.84,4.31
31.3,31.216,31.216,31.168,17.73,33.01,2.41,-0.2,5.69,6.73,4.2,11.58,26.28,1.99,-0.13,5.81,6.85,4.32
31.4,31.314,31.314,31.272,16.97,34.54,-0.34,-0.19,5.75,6.8,4.25,11.95,26.8,2.29,-0.13,5.82,6.86,4.32
31.5,31.413,31.413,31.377,16.2,35.09,-1.44,-0.18,5.82,6.87,4.32,12.28,27.28,2.53,-0.14,5.83,6.88,4.33
31.6,31.512,31.512,31.481,15.27,34.55,-0.85,-0.17,5.9,6.95,4.39,12.59,27.73,2.71,-0.14,5.84,6.89,4.34
31.7,31.611,31.611,31.585,13.88,32.97,0.58,-0.15,5.97,7.03,4.46,12.89,28.14,2.83,-0.14,5.85,6.91,4.34
31.8,31.709,31.709,31.689,11.9,30.51,1.7,-0.13,6.04,7.1,4.53,13.17,28.52,2.9,-0.14,5.85,6.92,4.35
31.9,31.808,31.808,31.793,9.68,27.4,1.86,-0.11,6.11,7.17,4.59,13.48,28.89,2.93,-0.15,5.86,6.94,4.36
32,31.907,31.907,31.897,7.84,24,1.36,-0.09,6.15,7.22,4.63,13.81,29.27,2.95,-0.15,5.86,6.95,4.36
32.1,32.006,32.006,32.001,6.94,20.73,1.01,-0.08,6.15,7.22,4.62,14.2,29.66,2.98,-0.16,5.87,6.96,4.36
32.2,32.104,32.104,32.105,7.34,18.43,1.37,-0.08,6.12,7.19,4.58,14.67,30.1,3.04,-0.16,5.87,6.96,4.36
32.3,32.203,32.203,32.209,9.33,18.26,2.77,-0.1,6.06,7.14,4.52,15.23,30.59,3.17,-0.17,5.87,6.97,4.35
32.4,32.302,32.302,32.313,12.98,21.2,5.24,-0.14,5.94,7.02,4.4,15.88,31.17,3.38,-0.17,5.87,6.97,4.35
32.5,32.401,32.401,32.417,17.68,27.6,8.23,-0.19,5.77,6.86,4.23,16.64,31.85,3.7,-0.18,5.88,6.97,4.34
32.6,32.499,32.499,32.521,21.54,35.66,10.4,-0.24,5.65,6.74,4.1,17.5,32.65,4.14,-0.19,5.88,6.97,4.33
32.7,32.598,32.598,32.625,22.33,42.56,10.23,-0.25,5.67,6.76,4.11,18.46,33.57,4.71,-0.2,5.89,6.98,4.33
32.8,32.697,32.697,32.729,19,45.58,7.03,-0.21,5.85,6.95,4.29,19.5,34.62,5.42,-0.21,5.9,6.98,4.33
32.9,32.796,32.796,32.833,12.75,42.72,1.8,-0.14,6.13,7.23,4.56,20.61,35.8,6.25,-0.23,5.91,6.99,4.33
33,32.894,32.894,32.937,6.74,36.1,-2.95,-0.07,6.33,7.43,4.76,21.79,37.08,7.19,-0.24,5.93,7,4.33
33.1,32.993,32.993,33.041,3.76,28.98,-5.17,-0.04,6.32,7.43,4.75,23.01,38.45,8.22,-0.25,5.95,7.02,4.34
33.2,33.092,33.092,33.145,4.77,24.04,-4.22,-0.05,6.08,7.19,4.5,24.27,39.89,9.32,-0.27,5.97,7.04,4.35
33.3,33.196,33.196,33.251,8.78,23.15,-1.14,-0.1,5.71,6.82,4.12,25.57,41.37,10.46,-0.28,6.01,7.07,4.37
33.4,33.313,33.313,33.359,13.63,25.44,1.91,-0.15,5.39,6.5,3.79,26.88,42.87,11.64,-0.3,6.04,7.1,4.4
33.5,33.429,33.429,33.468,17.83,29.69,3.54,-0.2,5.25,6.36,3.65,28.21,44.36,12.83,-0.31,6.08,7.15,4.43
33.6,33.545,33.545,33.576,21.42,34.97,3.93,-0.24,5.31,6.43,3.71,29.54,45.84,14.03,-0.32,6.13,7.19,4.47
33.7,33.661,33.661,33.685,25.56,40.38,4.57,-0.28,5.48,6.6,3.88,30.87,47.3,15.21,-0.34,6.17,7.25,4.52
33.8,33.782,33.788,33.808,31.49,45.45,7.38,-0.35,5.62,6.75,4.01,32.17,48.71,16.39,-0.35,6.23,7.31,4.57
33.9,33.906,33.922,33.94,39.28,49.76,13.04,-0.43,5.73,6.86,4.11,33.45,50.08,17.56,-0.37,6.28,7.37,4.63
34,34.03,34.056,34.071,47.38,54.39,20.32,-0.52,5.87,7,4.25,34.7,51.38,18.71,-0.38,6.34,7.44,4.68
34.1,34.154,34.189,34.203,53.69,60.8,27.13,-0.59,6.08,7.21,4.45,35.91,52.63,19.84,-0.4,6.39,7.5,4.74
34.2,34.278,34.323,34.335,57.18,68.1,32.06,-0.63,6.34,7.48,4.71,37.07,53.81,20.96,-0.41,6.45,7.57,4.8
34.3,34.402,34.457,34.467,58.1,74.48,34.98,-0.64,6.58,7.72,4.94,38.17,54.93,22.06,-0.42,6.51,7.64,4.87
34.4,34.526,34.591,34.599,57.27,78.37,36.42,-0.63,6.72,7.86,5.08,39.21,56,23.13,-0.43,6.57,7.71,4.93
34.5,34.649,34.725,34.73,55.36,78.25,36.92,-0.61,6.74,7.89,5.1,40.18,57.03,24.14,-0.44,6.64,7.78,4.99
34.6,34.773,34.858,34.862,52.54,75.42,36.65,-0.58,6.72,7.88,5.08,41.08,58.02,25.09,-0.45,6.7,7.86,5.06
34.7,34.897,34.992,34.994,49.15,71.85,35.67,-0.54,6.81,7.97,5.16,41.91,59,25.94,-0.46,6.77,7.93,5.12
34.8,35.019,35.118,35.118,46.24,67.4,34.53,-0.51,7.1,8.26,5.44,42.66,59.95,26.67,-0.47,6.84,8.01,5.2
34.9,35.132,35.208,35.208,44.83,63.13,33.87,-0.49,7.36,8.53,5.7,43.34,60.87,27.26,-0.48,6.91,8.09,5.27
35,35.245,35.297,35.297,45.19,59.85,33.76,-0.5,7.63,8.8,5.97,43.94,61.73,27.72,-0.48,6.98,8.18,5.34
35.1,35.359,35.375,35.375,46.81,57.85,34,-0.51,7.8,8.97,6.13,44.46,62.52,28.04,-0.49,7.06,8.26,5.42
35.2,35.473,35.442,35.442,48.74,57.93,34.11,-0.54,7.81,8.98,6.13,44.88,63.21,28.26,-0.49,7.12,8.34,5.49
35.3,35.587,35.51,35.51,50.25,59.52,33.74,-0.55,7.67,8.84,5.99,45.22,63.81,28.39,-0.5,7.19,8.41,5.55
35.4,35.701,35.577,35.577,50.93,61.74,32.91,-0.56,7.46,8.64,5.77,45.46,64.3,28.47,-0.5,7.24,8.47,5.61
35.5,35.816,35.661,35.661,50.43,64.18,31.71,-0.55,7.28,8.47,5.59,45.62,64.69,28.51,-0.5,7.28,8.52,5.65
35.6,35.929,35.731,35.731,48.69,66.2,30.41,-0.54,7.21,8.4,5.52,45.71,65,28.53,-0.5,7.31,8.56,5.68
35.7,36.043,35.771,35.771,46.14,66.67,29.53,-0.51,7.23,8.42,5.53,45.72,65.24,28.53,-0.5,7.34,8.59,5.7
35.8,36.157,35.868,35.868,43.62,64.58,29.31,-0.48,7.21,8.4,5.51,45.67,65.42,28.51,-0.5,7.35,8.6,5.71
35.9,36.271,35.97,35.97,41.82,60.69,29.48,-0.46,7.21,8.41,5.5,45.56,65.57,28.48,-0.5,7.36,8.61,5.7
36,36.385,36.071,36.071,40.6,56.52,29.18,-0.45,7.25,8.45,5.53,45.4,65.7,28.42,-0.5,7.35,8.6,5.69
36.1,36.499,36.173,36.173,39.26,53.83,27.55,-0.43,7.39,8.59,5.67,45.19,65.81,28.33,-0.5,7.35,8.59,5.67
36.2,36.613,36.274,36.274,37.38,54.25,24.27,-0.41,7.59,8.8,5.86,44.95,65.93,28.21,-0.49,7.34,8.57,5.64
36.3,36.727,36.374,36.374,35.35,57.73,19.68,-0.39,7.94,9.15,6.21,44.68,66.07,28.04,-0.49,7.32,8.55,5.62
36.4,36.841,36.468,36.468,34.02,63.43,14.5,-0.37,8.19,9.41,6.46,44.4,66.22,27.82,-0.49,7.31,8.53,5.59
36.5,36.955,36.562,36.562,34.14,69.78,9.71,-0.38,8.32,9.54,6.58,44.09,66.38,27.54,-0.48,7.3,8.52,5.56
36.6,37.064,36.672,36.672,36.02,74.74,6.93,-0.4,8.26,9.48,6.51,43.78,66.54,27.21,-0.48,7.3,8.51,5.54
36.7,37.173,36.784,36.784,39.46,77.14,8.11,-0.43,8,9.22,6.25,43.46,66.7,26.84,-0.48,7.3,8.5,5.53
36.8,37.281,36.896,36.896,44.06,76.96,14.29,-0.48,7.58,8.8,5.83,43.15,66.83,26.46,-0.47,7.3,8.5,5.52
36.9,37.39,37.009,37.009,49.04,75.41,24.54,-0.54,7.09,8.32,5.33,42.85,66.92,26.08,-0.47,7.31,8.51,5.52
37,37.498,37.121,37.121,53.26,73.67,35.88,-0.59,6.63,7.86,4.87,42.58,66.97,25.74,-0.47,7.32,8.52,5.53
37.1,37.607,37.233,37.233,55.74,72.2,44.87,-0.61,6.3,7.53,4.53,42.35,66.96,25.48,-0.47,7.34,8.54,5.53
37.2,37.715,37.346,37.346,56.06,71.19,49.26,-0.62,6.15,7.39,4.38,42.16,66.9,25.32,-0.46,7.36,8.56,5.55
37.3,37.823,37.471,37.471,54.44,70.57,48.78,-0.6,6.23,7.47,4.45,42.04,66.77,25.29,-0.46,7.38,8.58,5.56
37.4,37.932,37.598,37.598,51.53,70.15,44.68,-0.57,6.44,7.69,4.66,41.98,66.59,25.4,-0.46,7.4,8.6,5.57
37.5,38.04,37.721,37.721,48.05,69.73,38.66,-0.53,6.64,7.89,4.85,41.97,66.35,25.65,-0.46,7.42,8.63,5.59
37.6,38.148,37.845,37.845,44.51,69.22,32.19,-0.49,6.8,8.06,5.01,42.02,66.04,26.05,-0.46,7.45,8.65,5.61
37.7,38.256,37.983,37.983,41.24,68.56,26.21,-0.45,6.94,8.2,5.14,42.11,65.66,26.57,-0.46,7.48,8.68,5.63
37.8,38.364,38.116,38.116,38.43,67.78,21.15,-0.42,7.08,8.34,5.28,42.22,65.21,27.18,-0.46,7.51,8.71,5.65
37.9,38.472,38.238,38.238,36.14,66.9,17.13,-0.4,7.28,8.54,5.47,42.33,64.66,27.86,-0.47,7.55,8.76,5.69
38,38.58,38.359,38.359,34.39,65.93,14.19,-0.38,7.55,8.81,5.74,42.44,64.01,28.57,-0.47,7.59,8.8,5.73
38.1,38.688,38.483,38.483,33.18,64.89,12.33,-0.36,7.82,9.09,6.01,42.52,63.27,29.29,-0.47,7.63,8.86,5.78
38.2,38.795,38.609,38.609,32.55,63.77,11.62,-0.36,8.07,9.34,6.25,42.57,62.44,29.97,-0.47,7.68,8.92,5.83
38.3,38.903,38.734,38.734,32.54,62.54,12.18,-0.36,8.22,9.5,6.4,42.59,61.53,30.6,-0.47,7.74,9,5.9
38.4,39.01,38.86,38.86,33.21,61.13,14.09,-0.37,8.26,9.54,6.43,42.58,60.57,31.16,-0.47,7.8,9.08,5.97
38.5,39.117,38.986,38.986,34.58,59.51,17.39,-0.38,8.23,9.52,6.4,42.55,59.58,31.65,-0.47,7.87,9.16,6.05
38.6,39.225,39.111,39.111,36.59,57.88,21.99,-0.4,8.18,9.47,6.34,42.51,58.59,32.1,-0.47,7.95,9.25,6.13
38.7,39.332,39.237,39.237,39.09,56.45,27.29,-0.43,8.12,9.41,6.28,42.48,57.62,32.52,-0.47,8.02,9.34,6.21
38.8,39.439,39.362,39.362,41.81,55.22,32.4,-0.46,8.05,9.34,6.2,42.48,56.68,32.97,-0.47,8.1,9.43,6.28
38.9,39.547,39.488,39.488,44.39,54.22,36.54,-0.49,8,9.3,6.15,42.53,55.8,33.49,-0.47,8.17,9.51,6.36
39,39.654,39.614,39.614,46.52,53.24,39.25,-0.51,8.03,9.33,6.17,42.64,54.97,34.11,-0.47,8.24,9.58,6.42
39.1,39.76,39.723,39.723,48.02,53.36,48.02,-0.53,8.19,9.49,6.32,42.83,54.22,34.85,-0.47,8.3,9.65,6.48
39.2,39.866,39.819,39.819,48.84,54.2,48.84,-0.54,8.5,9.8,6.63,43.08,53.54,35.73,-0.47,8.36,9.71,6.53
39.3,39.972,39.915,39.915,48.98,53.99,48.98,-0.54,8.82,10.13,6.94,43.41,52.93,36.72,-0.48,8.41,9.76,6.58
39.4,40.077,40.011,40.011,48.45,52.77,48.45,-0.53,8.97,10.28,7.1,43.78,52.38,37.79,-0.48,8.46,9.8,6.61
39.5,40.182,40.108,40.108,47.35,50.65,47.35,-0.52,8.93,10.25,7.05,44.18,51.9,38.9,-0.49,8.5,9.84,6.64
39.6,40.286,40.206,40.206,45.86,47.95,45.86,-0.5,8.79,10.11,6.9,44.58,51.44,39.98,-0.49,8.53,9.88,6.67
39.7,40.389,40.305,40.305,44.32,45.14,44.32,-0.49,8.66,9.99,6.77,44.94,51.01,40.97,-0.49,8.57,9.91,6.69
39.8,40.493,40.403,40.403,43.04,43.04,42.71,-0.47,8.62,9.94,6.72,45.26,50.58,41.82,-0.5,8.6,9.94,6.72
39.9,40.596,40.501,40.501,42.13,42.13,40.82,-0.46,8.66,9.99,6.76,45.49,50.12,42.47,-0.5,8.64,9.97,6.74
40,40.7,40.599,40.599,41.49,41.49,39.3,-0.46,8.76,10.09,6.85,45.62,49.63,42.89,-0.5,8.68,10,6.77
40.1,40.803,40.697,40.697,41.13,41.13,38.2,-0.45,8.89,10.23,6.98,45.66,49.1,43.06,-0.5,8.72,10.04,6.8
40.2,40.907,40.795,40.795,41.46,41.46,38.12,-0.46,9,10.34,7.08,45.58,48.51,42.95,-0.5,8.76,10.08,6.83
40.3,41.01,40.894,40.894,42.97,42.97,39.79,-0.47,9,10.34,7.08,45.41,47.88,42.59,-0.5,8.81,10.13,6.87
40.4,41.114,40.992,40.992,45.91,45.91,43.58,-0.51,8.89,10.23,6.96,45.15,47.2,42,-0.5,8.86,10.18,6.91
40.5,41.216,41.069,41.069,49.73,49.73,48.7,-0.55,8.72,10.07,6.79,44.82,46.5,41.2,-0.49,8.91,10.24,6.96
40.6,41.318,41.134,41.134,53.28,53.41,53.28,-0.59,8.59,9.94,6.66,44.45,45.79,40.26,-0.49,8.97,10.29,7.01
40.7,41.419,41.21,41.212,55.72,56.44,55.72,-0.61,8.54,9.9,6.6,44.06,45.1,39.23,-0.48,9.02,10.35,7.06
40.8,41.518,41.313,41.323,56.82,57.47,56.82,-0.63,8.54,9.9,6.6,43.68,44.45,38.16,-0.48,9.08,10.41,7.11
40.9,41.617,41.415,41.433,56.86,56.92,56.86,-0.63,8.56,9.92,6.61,43.31,43.85,37.1,-0.48,9.13,10.47,7.16
41,41.716,41.518,41.544,56.21,56.21,55.37,-0.62,8.58,9.94,6.63,42.99,43.33,36.1,-0.47,9.18,10.53,7.21
41.1,41.815,41.621,41.654,54.84,54.84,52.74,-0.6,8.62,9.99,6.67,42.72,42.89,35.18,-0.47,9.22,10.58,7.25
41.2,41.914,41.723,41.765,52.33,52.33,48.44,-0.58,8.73,10.1,6.77,42.51,42.54,34.36,-0.47,9.26,10.63,7.3
41.3,42.014,41.826,41.875,48.39,48.39,42.03,-0.53,8.94,10.32,6.97,42.37,42.27,33.65,-0.47,9.3,10.69,7.34
41.4,42.113,41.929,41.986,43.25,43.25,33.84,-0.48,9.23,10.61,7.26,42.29,42.08,33.05,-0.47,9.34,10.73,7.38
41.5,42.212,42.032,42.097,37.64,37.64,25,-0.41,9.55,10.93,7.57,42.28,41.96,32.55,-0.47,9.37,10.78,7.42
41.6,42.311,42.135,42.207,32.58,32.58,17.03,-0.36,9.83,11.22,7.85,42.34,41.9,32.15,-0.47,9.4,10.82,7.45
41.7,42.406,42.245,42.313,28.84,28.84,11.08,-0.32,10.04,11.43,8.05,42.45,41.89,31.85,-0.47,9.43,10.85,7.48
41.8,42.502,42.355,42.418,26.58,26.58,7.4,-0.29,10.19,11.59,8.2,42.61,41.94,31.65,-0.47,9.45,10.89,7.5
41.9,42.597,42.465,42.524,25.49,25.49,5.51,-0.28,10.34,11.74,8.35,42.81,42.04,31.55,-0.47,9.47,10.92,7.52
42,42.693,42.575,42.63,25.24,25.24,4.95,-0.28,10.42,11.82,8.42,43.04,42.19,31.55,-0.47,9.49,10.94,7.54
42.1,42.788,42.685,42.736,25.9,25.9,5.79,-0.28,10.41,11.81,8.4,43.28,42.39,31.65,-0.48,9.51,10.97,7.56
42.2,42.884,42.795,42.842,27.67,27.67,8.34,-0.3,10.32,11.73,8.31,43.53,42.63,31.84,-0.48,9.52,10.99,7.57
42.3,42.979,42.905,42.948,30.68,30.68,12.8,-0.34,10.17,11.58,8.16,43.77,42.92,32.11,-0.48,9.54,11,7.58
42.4,43.075,43.015,43.054,34.68,34.68,18.76,-0.38,9.98,11.39,7.96,44.01,43.25,32.47,-0.48,9.55,11.01,7.58
42.5,43.17,43.125,43.16,38.93,38.93,25.15,-0.43,9.78,11.2,7.76,44.24,43.62,32.9,-0.49,9.56,11.02,7.58
42.6,43.266,43.235,43.266,42.82,42.82,31.01,-0.47,9.6,11.02,7.57,44.46,44.02,33.4,-0.49,9.57,11.02,7.57
42.7,43.361,43.345,43.372,45.94,45.94,35.74,-0.51,9.46,10.88,7.42,44.69,44.45,33.97,-0.49,9.59,11.02,7.56
42.8,43.455,43.449,43.478,48.07,48.07,39.01,-0.53,9.36,10.79,7.32,44.93,44.91,34.59,-0.49,9.6,11.02,7.56
42.9,43.544,43.539,43.586,49.37,49.37,41.04,-0.54,9.29,10.72,7.25,45.19,45.39,35.27,-0.5,9.62,11.02,7.55
43,43.633,43.628,43.695,50.08,50.08,42.2,-0.55,9.26,10.69,7.21,45.48,45.88,35.98,-0.5,9.63,11.03,7.55
43.1,43.723,43.717,43.803,50.41,50.41,42.79,-0.55,9.27,10.71,7.22,45.8,46.38,36.72,-0.5,9.65,11.04,7.55
43.2,43.812,43.807,43.911,50.76,50.76,43.42,-0.56,9.3,10.74,7.24,46.15,46.88,37.47,-0.51,9.66,11.05,7.55
43.3,43.901,43.896,44.02,51.89,51.89,45.22,-0.57,9.31,10.75,7.25,46.51,47.37,38.22,-0.51,9.68,11.06,7.56
43.4,43.99,43.985,44.128,54.45,54.45,49.15,-0.6,9.28,10.73,7.22,46.88,47.83,38.93,-0.52,9.69,11.08,7.57
43.5,44.079,44.075,44.236,58.57,58.57,55.44,-0.64,9.18,10.63,7.11,47.25,48.25,39.59,-0.52,9.7,11.1,7.58
43.6,44.168,44.164,44.344,63.38,63.38,62.73,-0.7,9.03,10.48,6.95,47.59,48.62,40.18,-0.52,9.72,11.12,7.59
43.7,44.257,44.253,44.453,66.88,68.06,66.88,-0.74,8.87,10.33,6.79,47.88,48.91,40.65,-0.53,9.74,11.15,7.61
43.8,44.346,44.343,44.561,67.38,68.87,67.38,-0.74,8.78,10.24,6.7,48.12,49.11,41,-0.53,9.77,11.18,7.64
43.9,44.435,44.432,44.669,64.44,64.53,64.44,-0.71,8.86,10.32,6.77,48.27,49.22,41.21,-0.53,9.8,11.22,7.67
44,44.525,44.521,44.778,58.97,58.97,56.36,-0.65,9.14,10.61,7.04,48.35,49.22,41.25,-0.53,9.83,11.27,7.71
44.1,44.614,44.611,44.886,52.67,52.67,46.94,-0.58,9.6,11.07,7.5,48.34,49.12,41.14,-0.53,9.88,11.32,7.75
44.2,44.703,44.7,44.994,46.98,46.98,38.43,-0.52,10.17,11.64,8.07,48.24,48.91,40.87,-0.53,9.94,11.38,7.8
44.3,44.792,44.789,45.102,42.57,42.57,31.84,-0.47,10.71,12.19,8.6,48.06,48.61,40.45,-0.53,10,11.45,7.86
44.4,44.881,44.879,45.211,39.6,39.6,27.4,-0.44,11.08,12.56,8.97,47.82,48.22,39.91,-0.53,10.07,11.53,7.93
44.5,44.97,44.968,45.319,37.99,37.99,24.98,-0.42,11.19,12.67,9.07,47.52,47.77,39.27,-0.52,10.16,11.61,8.01
44.6,45.059,45.057,45.427,37.63,37.63,24.44,-0.41,11.05,12.54,8.93,47.19,47.27,38.57,-0.52,10.24,11.71,8.1
44.7,45.148,45.147,45.536,38.42,38.42,25.63,-0.42,10.75,12.24,8.62,46.84,46.76,37.83,-0.52,10.33,11.81,8.19
44.8,45.237,45.236,45.644,40.14,40.14,28.21,-0.44,10.4,11.89,8.26,46.49,46.25,37.1,-0.51,10.43,11.91,8.29
44.9,45.327,45.326,45.752,42.39,42.39,31.59,-0.47,10.13,11.63,7.99,46.16,45.76,36.4,-0.51,10.52,12.02,8.38
45,45.416,45.415,45.86,44.61,44.61,34.92,-0.49,10.01,11.51,7.86,45.85,45.31,35.77,-0.5,10.61,12.12,8.48
45.1,45.505,45.504,45.969,46.23,46.23,37.35,-0.51,10.01,11.51,7.86,45.59,44.93,35.23,-0.5,10.7,12.22,8.57
45.2,45.594,45.594,46.077,46.8,46.8,38.2,-0.51,10.1,11.61,7.95,45.38,44.63,34.82,-0.5,10.79,12.32,8.66
45.3,45.683,45.683,46.185,46.14,46.14,37.2,-0.51,10.27,11.78,8.12,45.24,44.42,34.54,-0.5,10.88,12.41,8.74
45.4,45.77,45.77,46.279,44.37,44.37,34.55,-0.49,10.5,12.01,8.34,45.15,44.32,34.42,-0.5,10.96,12.49,8.82
