Age_GTS2004,Age_GTS2012,Age_GTS2016,Age_GTS2020,SLice,SLice max,SLice min,d18Osw,Temperature,Temperature max,Temperature min,SLice (long),SLice max (long),SLice min (long),d18Osw (long),Temperature (long),Temperature max (long),Temperature min (long)
82.9,83.242,83.242,82.558,57.56,57.56,54.21,-0.63,,,,58.67,58.45,55.5,-0.65,17.23,,
83,83.341,83.341,82.637,55.82,55.82,51.6,-0.61,,,,58.56,58.29,55.24,-0.64,17.29,,
83.1,83.441,83.441,82.717,54,54,48.84,-0.59,,,,58.47,58.15,55.02,-0.64,17.32,,
83.2,83.54,83.54,82.796,52.26,52.26,46.22,-0.57,,,,58.39,58.05,54.84,-0.64,17.35,,
83.3,83.64,83.64,82.875,50.92,50.92,44.19,-0.56,,,,58.33,57.97,54.7,-0.64,17.35,,
83.4,83.62,83.62,83.288,50.25,50.25,43.15,-0.55,,,,58.28,57.91,54.6,-0.64,17.35,,
83.5,83.6,83.6,83.7,50.38,50.38,43.33,-0.55,,,,58.23,57.87,54.53,-0.64,17.34,,
83.6,83.717,83.717,83.787,51.3,51.3,44.67,-0.56,,,,58.18,57.86,54.49,-0.64,17.33,,
83.7,83.835,83.835,83.874,52.79,52.79,46.87,-0.58,,,,58.13,57.85,54.47,-0.64,17.31,,
83.8,83.952,83.952,83.961,54.53,54.53,49.45,-0.6,,,,58.07,57.84,54.46,-0.64,17.33,,
83.9,84.07,84.07,84.048,56.25,56.25,51.99,-0.62,,,,58.01,57.84,54.46,-0.64,17.32,,
84,84.187,84.187,84.135,57.75,57.75,54.21,-0.64,,,,57.95,57.85,54.46,-0.64,,,
84.1,84.304,84.304,84.222,58.98,58.98,56.01,-0.65,17.68,20.48,13.67,57.88,57.85,54.48,-0.64,17.26,20.07,13.26
84.2,84.422,84.422,84.309,59.95,59.95,57.43,-0.66,17.62,20.43,13.61,57.81,57.85,54.5,-0.64,17.22,20.03,13.21
84.3,84.539,84.539,84.396,60.69,60.69,58.5,-0.67,17.55,20.36,13.53,57.73,57.85,54.54,-0.64,17.17,19.98,13.15
84.4,84.657,84.657,84.483,61.15,61.15,59.17,-0.67,17.46,20.27,13.44,57.66,57.86,54.58,-0.63,17.12,19.93,13.1
84.5,84.774,84.774,84.57,61.32,61.32,59.41,-0.67,17.37,20.19,13.35,57.6,57.85,54.62,-0.63,17.07,19.88,13.04
84.6,84.891,84.891,84.657,61.32,61.32,59.4,-0.67,17.27,20.09,13.24,57.54,57.85,54.68,-0.63,17.01,19.84,12.99
84.7,85.009,85.009,84.743,61.38,61.38,59.5,-0.68,17.11,19.94,13.08,57.48,57.83,54.73,-0.63,16.96,19.79,12.93
84.8,85.126,85.126,84.83,61.81,61.81,60.17,-0.68,16.83,19.66,12.8,57.42,57.8,54.77,-0.63,16.91,19.74,12.88
84.9,85.243,85.243,84.917,62.7,62.7,61.54,-0.69,16.44,19.27,12.4,57.35,57.75,54.81,-0.63,16.86,19.69,12.82
85,85.361,85.361,85.004,63.77,63.77,63.21,-0.7,15.98,18.81,11.93,57.28,57.68,54.83,-0.63,16.81,19.64,12.76
85.1,85.478,85.478,85.091,64.41,64.41,64.26,-0.71,15.54,18.37,11.48,57.19,57.58,54.82,-0.63,16.75,19.59,12.71
85.2,85.596,85.596,85.178,63.96,63.96,63.7,-0.7,15.26,18.1,11.21,57.08,57.44,54.77,-0.63,16.7,19.54,12.65
85.3,85.713,85.713,85.265,62.11,62.11,61.07,-0.68,15.24,18.08,11.18,56.93,57.27,54.68,-0.63,16.65,19.5,12.59
85.4,85.83,85.83,85.352,59.2,59.2,56.87,-0.65,15.49,18.33,11.42,56.74,57.05,54.55,-0.62,16.6,19.45,12.53
85.5,85.948,85.948,85.439,56.07,56.07,52.38,-0.62,15.93,18.78,11.86,56.51,56.78,54.35,-0.62,16.54,19.4,12.47
85.6,86.065,86.065,85.526,53.68,53.68,49.04,-0.59,16.41,19.27,12.34,56.24,56.47,54.11,-0.62,16.49,19.35,12.42
85.7,86.183,86.183,85.613,52.53,52.53,47.57,-0.58,16.8,19.66,12.72,55.92,56.11,53.81,-0.62,16.44,19.29,12.36
85.8,86.3,86.3,85.7,52.35,52.35,47.61,-0.58,17.02,19.88,12.94,55.57,55.71,53.46,-0.61,16.38,19.24,12.3
85.9,86.4,86.399,85.806,52.5,52.5,48.17,-0.58,17.09,19.95,13,55.18,55.28,53.08,-0.61,16.33,19.19,12.24
86,86.5,86.497,85.911,52.43,52.43,48.43,-0.58,17.14,20,13.04,54.77,54.84,52.68,-0.6,16.27,19.14,12.18
86.1,86.6,86.596,86.017,52.04,52.04,48.24,-0.57,17.17,20.04,13.07,54.34,54.39,52.25,-0.6,16.22,19.09,12.12
86.2,86.7,86.694,86.123,51.62,51.62,48.03,-0.57,17.2,20.08,13.1,53.91,53.95,51.83,-0.59,16.17,19.04,12.06
86.3,86.8,86.793,86.229,51.45,51.45,48.22,-0.57,17.22,20.1,13.11,53.48,53.53,51.41,-0.59,,,
86.4,86.9,86.891,86.334,51.54,51.54,48.82,-0.57,,,,53.06,53.13,51.02,-0.58,16.06,,
86.5,87,86.99,86.44,51.81,51.81,49.69,-0.57,,,,52.66,52.78,50.65,-0.58,16.01,,
86.6,87.1,87.089,86.546,52.18,52.18,50.75,-0.57,,,,52.28,52.48,50.33,-0.58,15.95,,
86.7,87.2,87.187,86.651,52.63,52.63,51.92,-0.58,,,,51.94,52.25,50.06,-0.57,15.9,,
86.8,87.3,87.286,86.757,53.02,53.02,53,-0.58,,,,51.63,52.08,49.84,-0.57,15.85,,
86.9,87.4,87.384,86.863,52.93,53.38,52.93,-0.58,,,,51.36,51.97,49.69,-0.56,15.8,,
87,87.5,87.483,86.969,52,52.48,52,-0.57,,,,51.12,51.94,49.59,-0.56,15.74,,
87.1,87.6,87.581,87.074,50.31,50.45,50.31,-0.55,,,,50.92,51.97,49.55,-0.56,15.69,,
87.2,87.7,87.68,87.18,48.4,48.4,48.08,-0.53,,,,50.75,52.05,49.56,-0.56,15.64,,
87.3,87.8,87.779,87.286,46.97,46.97,46.43,-0.52,,,,50.61,52.17,49.59,-0.56,,,
87.4,87.9,87.877,87.391,46.45,46.45,46.12,-0.51,15.86,18.77,11.69,50.48,52.31,49.64,-0.56,15.54,18.44,11.36
87.5,88,87.976,87.497,46.73,47,46.73,-0.51,15.85,18.76,11.68,50.36,52.46,49.69,-0.55,15.49,18.39,11.3
87.6,88.1,88.074,87.603,47.38,48.43,47.38,-0.52,15.79,18.71,11.62,50.24,52.59,49.72,-0.55,15.44,18.33,11.24
87.7,88.2,88.173,87.709,48.06,49.87,48.06,-0.53,15.69,18.62,11.52,50.12,52.71,49.73,-0.55,15.39,18.28,11.18
87.8,88.3,88.271,87.814,48.58,51.06,48.58,-0.53,15.56,18.49,11.38,49.99,52.81,49.71,-0.55,15.34,18.23,11.12
87.9,88.4,88.37,87.92,48.96,52.02,48.96,-0.54,15.41,18.34,11.23,49.85,52.87,49.65,-0.55,15.31,18.19,11.07
88,88.5,88.469,88.026,49.34,52.95,49.34,-0.54,15.22,18.15,11.03,49.69,52.9,49.57,-0.55,15.29,18.15,11.03
88.1,88.6,88.567,88.131,49.84,54.04,49.84,-0.55,14.97,17.91,10.78,49.53,52.91,49.47,-0.54,15.28,18.13,11
88.2,88.7,88.666,88.237,50.49,55.33,50.49,-0.56,14.75,17.69,10.55,49.37,52.89,49.34,-0.54,15.28,18.13,10.99
88.3,88.8,88.764,88.343,51.19,56.67,51.19,-0.56,14.59,17.53,10.38,49.21,52.85,49.2,-0.54,15.28,18.13,10.98
88.4,88.9,88.863,88.449,51.76,57.78,51.76,-0.57,14.47,17.42,10.26,49.05,52.8,49.06,-0.54,15.29,18.14,10.98
88.5,89,88.961,88.554,52.06,58.45,52.06,-0.57,14.39,17.34,10.18,48.92,52.75,48.93,-0.54,15.29,18.15,10.99
88.6,89.1,89.06,88.66,52.15,58.78,52.15,-0.57,14.34,17.29,10.12,48.8,52.69,48.8,-0.54,15.3,18.17,11
88.7,89.2,89.159,88.766,52.14,58.93,52.14,-0.57,14.31,17.27,10.09,48.69,52.64,48.7,-0.54,15.3,18.18,11
88.8,89.3,89.257,88.871,52.02,58.87,52.02,-0.57,,,,48.61,52.6,48.62,-0.53,,,
88.9,89.4,89.356,88.977,51.59,58.3,51.59,-0.57,,,,48.55,52.55,48.55,-0.53,15.3,,
89,89.5,89.454,89.083,50.64,56.92,50.64,-0.56,,,,48.5,52.5,48.5,-0.53,15.29,,
89.1,89.6,89.553,89.189,49.23,54.82,49.23,-0.54,,,,48.46,52.44,48.46,-0.53,15.29,,
89.2,89.7,89.651,89.294,47.71,52.52,47.71,-0.52,,,,48.42,52.35,48.41,-0.53,15.28,,
89.3,89.8,89.75,89.4,46.45,50.55,46.45,-0.51,,,,48.38,52.22,48.34,-0.53,15.28,,
89.4,89.898,89.849,89.507,45.58,49.15,45.58,-0.5,,,,48.32,52.06,48.25,-0.53,15.28,,
89.5,89.995,89.948,89.614,45.03,48.17,45.03,-0.5,,,,48.25,51.85,48.13,-0.53,15.29,,
89.6,90.093,90.046,89.721,44.62,47.38,44.62,-0.49,,,,48.16,51.59,47.98,-0.53,15.29,,
89.7,90.19,90.145,89.829,44.33,46.72,44.33,-0.49,,,,48.05,51.3,47.79,-0.53,15.3,,
89.8,90.288,90.244,89.936,44.26,46.35,44.26,-0.49,,,,47.93,50.98,47.56,-0.53,15.31,,
89.9,90.386,90.343,90.043,44.49,46.4,44.49,-0.49,,,,47.8,50.63,47.31,-0.53,15.33,,
90,90.483,90.442,90.15,45.03,46.88,45.03,-0.5,,,,47.67,50.27,47.03,-0.52,15.35,,
90.1,90.581,90.54,90.257,45.81,47.7,45.81,-0.5,,,,47.54,49.91,46.74,-0.52,15.36,,
90.2,90.679,90.639,90.364,46.82,48.82,46.82,-0.52,,,,47.44,49.56,46.45,-0.52,15.37,,
90.3,90.776,90.738,90.471,48.03,50.22,48.03,-0.53,,,,47.37,49.24,46.18,-0.52,15.37,,
90.4,90.874,90.837,90.579,49.29,51.67,49.29,-0.54,,,,47.34,48.98,45.94,-0.52,15.36,,
90.5,90.971,90.936,90.686,50.3,52.73,50.3,-0.55,,,,47.36,48.77,45.75,-0.52,15.36,,
90.6,91.069,91.035,90.793,50.69,52.84,50.69,-0.56,,,,47.44,48.65,45.63,-0.52,15.35,,
90.7,91.167,91.133,90.9,50.3,51.76,50.3,-0.55,,,,47.59,48.61,45.59,-0.52,15.37,,
90.8,91.264,91.232,91.007,49.36,49.85,49.36,-0.54,,,,47.8,48.65,45.63,-0.53,,,
90.9,91.362,91.331,91.114,48.26,48.26,47.7,-0.53,15.59,18.62,11.26,48.07,48.78,45.76,-0.53,15.4,18.4,11.05
91,91.46,91.43,91.221,47.31,47.31,45.75,-0.52,15.63,18.67,11.3,48.39,48.99,45.97,-0.53,15.41,18.42,11.06
91.1,91.557,91.529,91.329,46.58,46.58,44.15,-0.51,15.63,18.67,11.29,48.76,49.27,46.25,-0.54,15.43,18.44,11.07
91.2,91.655,91.627,91.436,46,46,42.76,-0.51,15.58,18.62,11.24,49.16,49.59,46.58,-0.54,15.45,18.47,11.08
91.3,91.752,91.726,91.543,45.47,45.47,41.47,-0.5,15.52,18.56,11.17,49.57,49.95,46.95,-0.55,15.48,18.5,11.11
91.4,91.85,91.825,91.65,45.02,45.02,40.31,-0.5,15.46,18.51,11.11,50,50.33,47.33,-0.55,15.53,18.55,11.15
91.5,91.948,91.924,91.757,44.79,44.79,39.48,-0.49,15.36,18.41,11.01,50.42,50.71,47.71,-0.55,15.6,18.62,11.21
91.6,92.045,92.023,91.864,44.89,44.89,39.18,-0.49,15.32,18.38,10.96,50.83,51.09,48.08,-0.56,15.67,18.7,11.29
91.7,92.143,92.121,91.971,45.37,45.37,39.47,-0.5,15.47,18.53,11.11,51.22,51.45,48.42,-0.56,15.76,18.79,11.37
91.8,92.24,92.22,92.079,46.17,46.17,40.26,-0.51,15.54,18.6,11.17,51.58,51.8,48.74,-0.57,15.84,18.88,11.45
91.9,92.338,92.319,92.186,47.24,47.24,41.48,-0.52,15.77,18.84,11.4,51.93,52.13,49.03,-0.57,15.92,18.96,11.52
92,92.436,92.418,92.293,48.66,48.66,43.26,-0.54,15.95,19.02,11.57,52.25,52.44,49.3,-0.57,15.99,19.04,11.6
92.1,92.533,92.517,92.4,50.63,50.63,45.89,-0.56,16.11,19.18,11.72,52.55,52.74,49.54,-0.58,16.05,19.13,11.67
92.2,92.631,92.615,92.507,53.21,53.21,49.47,-0.59,16.3,19.37,11.91,52.83,53.03,49.76,-0.58,16.11,19.21,11.74
92.3,92.729,92.714,92.614,56.24,56.24,53.74,-0.62,16.25,19.32,11.85,53.1,53.31,49.97,-0.58,16.16,19.29,11.81
92.4,92.826,92.813,92.721,59.24,59.24,58.01,-0.65,16.16,19.24,11.76,53.36,53.6,50.18,-0.59,16.21,19.37,11.89
92.5,92.924,92.912,92.829,61.6,61.6,61.34,-0.68,16.02,19.11,11.62,53.62,53.89,50.4,-0.59,16.26,19.45,11.96
92.6,93.021,93.011,92.936,62.95,63.17,62.95,-0.69,15.9,18.99,11.49,53.89,54.18,50.62,-0.59,16.31,19.52,12.03
92.7,93.119,93.11,93.043,63.2,63.39,63.2,-0.7,15.84,18.93,11.43,54.15,54.48,50.86,-0.6,16.36,19.6,12.1
92.8,93.217,93.208,93.15,62.49,62.49,62.17,-0.69,15.87,18.96,11.45,54.42,54.78,51.1,-0.6,16.4,19.68,12.17
92.9,93.314,93.307,93.257,61.19,61.19,60.08,-0.67,15.96,19.05,11.53,54.68,55.06,51.34,-0.6,16.45,19.76,12.24
93,93.412,93.406,93.364,59.58,59.58,57.55,-0.66,16.15,19.25,11.72,54.93,55.32,51.56,-0.6,16.49,19.78,12.25
93.1,93.51,93.505,93.471,57.9,57.9,54.91,-0.64,16.59,19.7,12.16,55.17,55.56,51.76,-0.61,16.53,19.78,12.24
93.2,93.607,93.604,93.579,56.47,56.47,52.67,-0.62,17.21,20.32,12.77,55.38,55.76,51.91,-0.61,16.49,19.75,12.2
93.3,93.705,93.702,93.686,55.57,55.57,51.22,-0.61,17.82,20.93,13.38,55.57,55.92,52.02,-0.61,16.43,19.7,12.15
93.4,93.802,93.801,93.793,55.23,55.23,50.62,-0.61,18.29,21.4,13.84,55.72,56.04,52.07,-0.61,16.36,19.63,12.07
93.5,93.9,93.9,93.9,55.21,55.21,50.51,-0.61,18.49,21.6,14.03,55.83,56.1,52.06,-0.61,16.28,19.55,11.98
93.6,94.008,94.008,94.008,55.08,55.08,50.23,-0.61,18.53,21.65,14.07,55.91,56.12,51.98,-0.62,16.19,19.46,11.88
93.7,94.116,94.116,94.116,54.53,54.53,49.33,-0.6,18.58,21.7,14.11,55.95,56.08,51.85,-0.62,16.09,19.35,11.77
93.8,94.225,94.225,94.225,53.71,53.71,48.01,-0.59,18.64,21.76,14.17,55.95,56.01,51.67,-0.62,15.98,19.24,11.64
93.9,94.333,94.333,94.333,53.09,53.09,47.01,-0.58,18.68,21.81,14.21,55.94,55.91,51.46,-0.62,15.86,19.11,11.51
94,94.441,94.441,94.441,53.05,53.05,46.87,-0.58,18.69,21.82,14.22,55.9,55.79,51.23,-0.61,15.73,18.98,11.37
94.1,94.549,94.549,94.549,53.54,53.54,47.55,-0.59,18.67,21.81,14.19,55.86,55.68,51.02,-0.61,15.59,18.83,11.22
94.2,94.657,94.657,94.657,54.27,54.27,48.57,-0.6,13.41,16.55,8.93,55.82,55.57,50.84,-0.61,15.44,18.67,11.05
94.3,94.766,94.766,94.766,54.87,54.87,49.42,-0.6,13.38,16.53,8.89,55.78,55.5,50.71,-0.61,15.28,18.5,10.87
94.4,94.874,94.874,94.874,55.22,55.22,49.9,-0.61,13.36,16.51,8.87,55.76,55.46,50.64,-0.61,15.11,18.31,10.67
94.5,94.982,94.982,94.982,55.43,55.43,50.19,-0.61,13.35,16.5,8.85,55.77,55.47,50.66,-0.61,14.92,18.1,10.45
94.6,95.09,95.09,95.09,55.47,55.47,50.23,-0.61,13.35,16.5,8.85,55.79,55.52,50.74,-0.61,14.73,17.88,10.22
94.7,95.198,95.198,95.198,55.26,55.26,49.9,-0.61,13.36,16.52,8.85,55.84,55.61,50.9,-0.61,14.53,17.65,9.99
94.8,95.307,95.307,95.307,54.84,54.84,49.29,-0.6,13.38,16.54,8.87,55.9,55.72,51.11,-0.61,14.33,17.42,9.74
94.9,95.415,95.415,95.415,54.43,54.43,48.71,-0.6,13.41,16.57,8.89,55.97,55.86,51.37,-0.62,14.12,17.19,9.51
95,95.523,95.523,95.523,54.37,54.37,48.66,-0.6,13.41,16.57,8.88,56.05,56.01,51.64,-0.62,13.93,16.97,9.28
95.1,95.631,95.631,95.631,54.68,54.68,49.2,-0.6,13.39,16.56,8.86,56.12,56.15,51.92,-0.62,13.75,16.76,9.07
95.2,95.739,95.739,95.739,55.04,55.04,49.82,-0.61,13.37,16.54,8.84,56.17,56.27,52.19,-0.62,13.58,16.58,8.88
95.3,95.848,95.848,95.848,55.14,55.14,50.07,-0.61,13.36,16.54,8.83,56.21,56.36,52.43,-0.62,13.44,16.43,8.72
95.4,95.956,95.956,95.956,54.94,54.94,49.9,-0.6,13.37,16.55,8.83,56.22,56.42,52.63,-0.62,13.31,16.31,8.59
95.5,96.064,96.064,96.064,54.85,54.85,49.88,-0.6,13.11,16.29,8.56,56.2,56.44,52.8,-0.62,13.21,16.22,8.49
95.6,96.172,96.172,96.172,55.39,55.39,50.83,-0.61,12.16,15.34,7.61,56.16,56.43,52.93,-0.62,13.14,16.17,8.43
95.7,96.28,96.28,96.28,56.82,56.82,53.14,-0.63,11.85,15.04,7.3,56.08,56.38,53.01,-0.62,13.09,16.14,8.39
95.8,96.389,96.389,96.389,58.94,58.94,56.49,-0.65,11.79,14.98,7.23,55.98,56.29,53.06,-0.62,13.07,16.14,8.38
95.9,96.497,96.497,96.497,61.06,61.06,59.85,-0.67,11.73,14.93,7.16,55.86,56.17,53.07,-0.61,13.06,16.15,8.39
96,96.605,96.605,96.605,62.41,62.41,62.07,-0.69,11.73,14.93,7.16,55.71,56.02,53.05,-0.61,13.06,16.18,8.41
96.1,96.713,96.713,96.713,62.57,62.57,62.53,-0.69,11.83,15.04,7.26,55.55,55.85,53.01,-0.61,13.08,16.22,8.44
96.2,96.821,96.821,96.821,61.75,61.75,61.51,-0.68,12.02,15.23,7.44,55.37,55.67,52.96,-0.61,13.1,16.26,8.47
96.3,96.93,96.93,96.93,60.57,60.57,59.99,-0.67,12.26,15.47,7.67,55.18,55.47,52.89,-0.61,13.12,16.29,8.5
96.4,97.038,97.038,97.038,59.55,59.55,58.73,-0.66,12.5,15.71,7.91,54.99,55.27,52.82,-0.6,13.15,16.33,8.53
96.5,97.146,97.146,97.146,58.67,58.67,57.69,-0.65,12.77,15.98,8.17,54.79,55.07,52.74,-0.6,13.17,16.37,8.56
96.6,97.254,97.254,97.254,57.56,57.56,56.32,-0.63,13.16,16.38,8.56,54.58,54.88,52.65,-0.6,13.19,16.41,8.59
96.7,97.362,97.362,97.362,55.89,55.89,54.13,-0.61,13.64,16.87,9.04,54.37,54.69,52.54,-0.6,13.21,16.44,8.62
96.8,97.47,97.47,97.47,53.8,53.8,51.34,-0.59,14.09,17.32,9.48,54.15,54.51,52.42,-0.6,13.24,16.48,8.65
96.9,97.579,97.579,97.579,51.81,51.81,48.72,-0.57,14.41,17.64,9.79,53.92,54.34,52.28,-0.59,13.27,16.53,8.68
97,97.687,97.687,97.687,50.42,50.42,47.03,-0.55,14.52,17.75,9.9,53.69,54.18,52.12,-0.59,13.31,16.57,8.72
97.1,97.795,97.795,97.795,49.8,49.8,46.5,-0.55,14.48,17.71,9.85,53.44,54.03,51.93,-0.59,13.35,16.63,8.76
97.2,97.903,97.903,97.903,49.73,49.73,46.82,-0.55,14.41,17.65,9.78,53.18,53.89,51.71,-0.58,13.39,16.68,8.81
97.3,98.011,98.011,98.011,49.79,49.79,47.36,-0.55,14.35,17.59,9.71,52.9,53.76,51.48,-0.58,13.44,16.73,8.86
97.4,98.12,98.12,98.12,49.64,49.64,47.62,-0.55,14.28,17.52,9.64,52.61,53.64,51.22,-0.58,13.49,16.79,8.9
97.5,98.228,98.228,98.228,49.21,49.21,47.46,-0.54,14.15,17.4,9.5,52.3,53.54,50.95,-0.58,13.54,16.84,8.94
97.6,98.336,98.336,98.336,48.69,48.69,47.19,-0.54,13.94,17.19,9.29,51.98,53.46,50.68,-0.57,13.58,16.88,8.98
97.7,98.444,98.444,98.444,48.42,48.42,47.31,-0.53,13.69,16.95,9.04,51.65,53.39,50.4,-0.57,13.62,16.92,9.01
97.8,98.552,98.552,98.552,48.59,48.59,48.13,-0.53,13.41,16.67,8.76,51.31,53.34,50.14,-0.56,13.66,16.95,9.03
97.9,98.661,98.661,98.661,49.15,49.51,49.15,-0.54,13.2,16.46,8.54,50.97,53.31,49.88,-0.56,13.69,16.97,9.05
98,98.769,98.769,98.769,49.77,51.02,49.77,-0.55,13.08,16.35,8.41,50.64,53.3,49.64,-0.56,13.71,16.99,9.05
98.1,98.877,98.877,98.877,50.2,52.24,50.2,-0.55,13.02,16.29,8.35,50.32,53.32,49.43,-0.55,13.73,17,9.05
98.2,98.985,98.985,98.985,50.43,53.18,50.43,-0.55,13.01,16.29,8.34,50.03,53.36,49.25,-0.55,13.75,17,9.05
98.3,99.093,99.093,99.093,50.63,54.07,50.63,-0.56,13.06,16.33,8.37,49.76,53.44,49.09,-0.55,13.76,17.01,9.05
98.4,99.202,99.202,99.202,50.94,55.13,50.94,-0.56,13.15,16.43,8.47,49.52,53.56,48.95,-0.54,13.76,17.01,9.04
98.5,99.31,99.31,99.31,51.29,56.26,51.29,-0.56,13.35,16.64,8.66,49.32,53.72,48.85,-0.54,13.76,17.01,9.04
98.6,99.418,99.418,99.418,51.47,57.14,51.47,-0.57,13.63,16.92,8.93,49.14,53.91,48.76,-0.54,13.77,17.02,9.04
98.7,99.526,99.526,99.526,51.35,57.55,51.35,-0.56,13.9,17.19,9.2,48.99,54.13,48.69,-0.54,13.77,17.03,9.04
98.8,99.634,99.634,99.634,51.01,57.62,51.01,-0.56,14.09,17.38,9.38,48.87,54.39,48.64,-0.54,13.77,17.04,9.04
98.9,99.743,99.743,99.743,50.63,57.64,50.63,-0.56,14.14,17.44,9.43,48.76,54.68,48.59,-0.54,13.77,17.06,9.05
99,99.851,99.851,99.851,50.36,57.8,50.36,-0.55,14.06,17.36,9.35,48.68,54.99,48.54,-0.54,13.78,17.08,9.06
99.1,99.959,99.959,99.959,50.16,58.05,50.16,-0.55,13.91,17.21,9.19,48.6,55.31,48.5,-0.53,13.79,17.1,9.07
99.2,100.067,100.067,100.067,49.82,58.08,49.82,-0.55,13.74,17.04,9.01,48.54,55.64,48.45,-0.53,13.8,17.12,9.09
99.3,100.175,100.175,100.175,49.09,57.51,49.09,-0.54,13.65,16.96,8.92,48.48,55.97,48.4,-0.53,13.8,17.14,9.1
99.4,100.284,100.284,100.284,47.83,56.12,47.83,-0.53,13.71,17.02,8.98,48.43,56.31,48.35,-0.53,13.81,17.16,9.11
99.5,100.392,100.392,100.392,46.13,54.06,46.13,-0.51,13.9,17.22,9.16,48.38,56.63,48.29,-0.53,13.82,17.18,9.12
99.6,100.5,100.5,100.5,44.39,51.92,44.39,-0.49,14.17,17.49,9.43,48.32,56.94,48.23,-0.53,13.83,17.19,9.13
99.7,100.601,100.602,100.602,43.19,50.55,43.19,-0.48,14.47,17.79,9.72,48.27,57.24,48.16,-0.53,13.84,17.2,9.13
99.8,100.702,100.704,100.705,42.97,50.64,42.97,-0.47,14.63,17.96,9.88,48.22,57.52,48.09,-0.53,13.84,17.2,9.12
99.9,100.802,100.806,100.807,43.8,52.27,43.8,-0.48,14.56,17.89,9.81,48.17,57.79,48.03,-0.53,13.85,17.2,9.12
100,100.903,100.908,100.91,45.29,54.87,45.29,-0.5,14.24,17.58,9.48,48.12,58.04,47.97,-0.53,13.85,17.2,9.11
100.1,101.004,101.01,101.012,46.84,57.53,46.84,-0.52,13.98,17.31,9.21,48.07,58.29,47.91,-0.53,13.84,17.2,9.09
100.2,101.105,101.112,101.115,47.99,59.56,47.99,-0.53,13.78,17.12,9.01,48.03,58.54,47.87,-0.53,13.84,17.19,9.08
100.3,101.206,101.214,101.217,48.58,60.73,48.58,-0.53,13.69,17.04,8.92,48.01,58.79,47.85,-0.53,13.83,17.18,9.06
100.4,101.306,101.315,101.319,48.74,61.23,48.74,-0.54,13.72,17.07,8.94,47.99,59.05,47.85,-0.53,13.82,17.17,9.05
100.5,101.407,101.417,101.422,48.7,61.4,48.7,-0.54,13.75,17.1,8.97,48,59.33,47.86,-0.53,13.8,17.16,9.02
100.6,101.508,101.519,101.524,48.63,61.5,48.63,-0.53,13.74,17.1,8.95,48.02,59.61,47.9,-0.53,13.78,17.14,9
100.7,101.609,101.621,101.627,48.6,61.63,48.6,-0.53,13.67,17.03,8.88,48.06,59.91,47.97,-0.53,13.75,17.12,8.97
100.8,101.71,101.723,101.729,48.61,61.79,48.61,-0.53,13.54,16.9,8.74,48.11,60.23,48.05,-0.53,13.72,17.1,8.94
100.9,101.81,101.825,101.831,48.63,61.96,48.63,-0.53,13.39,16.76,8.59,48.19,60.55,48.15,-0.53,13.68,17.07,8.9
101,101.911,101.927,101.934,48.67,62.12,48.67,-0.54,13.3,16.67,8.49,48.28,60.88,48.27,-0.53,13.64,17.03,8.85
101.1,102.012,102.029,102.036,48.71,62.28,48.71,-0.54,13.3,16.67,8.48,48.39,61.22,48.4,-0.53,13.58,16.98,8.8
101.2,102.113,102.131,102.139,48.77,62.43,48.77,-0.54,13.39,16.76,8.57,48.5,61.55,48.54,-0.53,13.52,16.93,8.74
101.3,102.214,102.233,102.241,48.84,62.59,48.84,-0.54,13.54,16.92,8.72,48.63,61.86,48.68,-0.53,13.45,16.87,8.67
101.4,102.315,102.335,102.344,48.92,62.75,48.92,-0.54,13.71,17.09,8.88,48.75,62.16,48.82,-0.54,13.38,16.8,8.59
101.5,102.415,102.437,102.446,49,62.9,49,-0.54,13.86,17.24,9.03,48.88,62.44,48.95,-0.54,13.3,16.72,8.51
101.6,102.516,102.539,102.548,49.08,63.05,49.08,-0.54,13.95,17.34,9.11,49.01,62.68,49.07,-0.54,13.22,16.65,8.42
101.7,102.617,102.641,102.651,49.16,63.19,49.16,-0.54,13.96,17.35,9.12,49.12,62.9,49.18,-0.54,13.14,16.57,8.33
101.8,102.718,102.743,102.753,49.25,63.32,49.25,-0.54,13.9,17.29,9.05,49.22,63.09,49.27,-0.54,13.05,16.49,8.24
101.9,102.819,102.845,102.856,49.34,63.45,49.34,-0.54,13.72,17.12,8.87,49.31,63.25,49.35,-0.54,12.97,16.4,8.15
102,102.919,102.946,102.958,49.43,63.58,49.43,-0.54,13.44,16.84,8.58,49.39,63.38,49.42,-0.54,12.89,16.32,8.06
102.1,103.02,103.048,103.06,49.52,63.7,49.52,-0.54,13.17,16.58,8.31,49.45,63.5,49.48,-0.54,12.82,16.24,7.97
102.2,103.121,103.15,103.163,49.61,63.82,49.61,-0.55,12.94,16.35,8.08,49.5,63.6,49.53,-0.54,12.75,16.16,7.88
102.3,103.222,103.252,103.265,49.69,63.93,49.69,-0.55,12.78,16.19,7.91,49.54,63.69,49.58,-0.54,12.69,16.08,7.8
102.4,103.323,103.354,103.368,49.77,64.02,49.77,-0.55,12.64,16.05,7.76,49.57,63.76,49.62,-0.55,12.64,16.02,7.73
102.5,103.423,103.456,103.47,49.84,64.1,49.84,-0.55,12.46,15.88,7.58,49.58,63.82,49.65,-0.55,12.59,15.96,7.66
