Age_GTS2004,Age_GTS2012,Age_GTS2016,Age_GTS2020,Temperature,Temperature max,Temperature min,d18Osw,d18Osw max,d18Osw min,Temperature (long),Temperature max (long),Temperature min (long),d18Osw (long),d18Osw max (long),d18Osw min (long)
0.1,0.1,0.099,0.099,0.37,0.89,-0.23,0.157,0.368,-0.021,0.36,0.88,-0.23,0.22,0.407,0.021
0.2,0.2,0.198,0.198,0.37,0.89,-0.24,0.16,0.368,-0.02,0.44,0.96,-0.16,0.211,0.4,0.013
0.3,0.3,0.297,0.297,0.41,0.93,-0.2,0.178,0.377,-0.01,0.52,1.04,-0.09,0.202,0.394,0.006
0.4,0.4,0.396,0.396,0.52,1.04,-0.09,0.213,0.397,0.013,0.59,1.13,-0.02,0.194,0.387,-0.002
0.5,0.5,0.495,0.495,0.69,1.21,0.07,0.253,0.422,0.04,0.67,1.21,0.05,0.186,0.381,-0.01
0.6,0.6,0.594,0.594,0.86,1.43,0.23,0.275,0.446,0.055,0.75,1.29,0.12,0.177,0.375,-0.017
0.7,0.7,0.693,0.693,1.01,1.59,0.35,0.268,0.453,0.056,0.83,1.38,0.19,0.17,0.369,-0.025
0.8,0.8,0.795,0.795,1.11,1.69,0.45,0.231,0.436,0.036,0.91,1.46,0.26,0.162,0.363,-0.032
0.9,0.9,0.908,0.908,1.16,1.74,0.5,0.181,0.402,0.002,0.99,1.55,0.33,0.155,0.358,-0.039
1,1,1.018,1.018,1.16,1.73,0.5,0.129,0.358,-0.038,1.07,1.64,0.41,0.148,0.353,-0.045
1.1,1.1,1.107,1.107,1.12,1.68,0.49,0.082,0.31,-0.079,1.15,1.72,0.48,0.142,0.348,-0.052
1.2,1.2,1.235,1.235,1.08,1.65,0.43,0.048,0.275,-0.121,1.23,1.81,0.56,0.135,0.343,-0.058
1.3,1.3,1.328,1.328,1.07,1.64,0.39,0.028,0.25,-0.148,1.32,1.9,0.63,0.128,0.337,-0.066
1.4,1.4,1.422,1.422,1.1,1.68,0.42,0.023,0.24,-0.161,1.4,1.99,0.7,0.119,0.331,-0.074
1.5,1.5,1.515,1.515,1.18,1.79,0.49,0.031,0.245,-0.159,1.48,2.08,0.78,0.111,0.325,-0.083
1.6,1.6,1.609,1.609,1.35,1.95,0.65,0.058,0.266,-0.14,1.56,2.16,0.85,0.102,0.317,-0.093
1.7,1.7,1.702,1.702,1.59,2.16,0.89,0.096,0.298,-0.102,1.64,2.25,0.92,0.093,0.309,-0.104
1.8,1.8,1.796,1.796,1.84,2.43,1.13,0.132,0.342,-0.066,1.72,2.33,0.99,0.082,0.3,-0.116
1.9,1.9,1.891,1.891,2.05,2.68,1.31,0.156,0.374,-0.047,1.8,2.42,1.06,0.072,0.291,-0.129
2,2,1.99,1.99,2.15,2.79,1.38,0.155,0.375,-0.052,1.88,2.51,1.13,0.061,0.282,-0.141
2.1,2.1,2.092,2.092,2.15,2.8,1.37,0.136,0.359,-0.074,1.96,2.6,1.2,0.05,0.272,-0.155
2.2,2.2,2.21,2.21,2.15,2.8,1.36,0.116,0.332,-0.098,2.04,2.69,1.27,0.037,0.262,-0.169
2.3,2.3,2.315,2.315,2.17,2.82,1.39,0.095,0.309,-0.12,2.13,2.78,1.34,0.024,0.251,-0.184
2.4,2.4,2.42,2.42,2.23,2.89,1.45,0.073,0.282,-0.147,2.2,2.87,1.41,0.008,0.238,-0.201
2.5,2.5,2.525,2.525,2.29,2.96,1.49,0.039,0.245,-0.186,2.27,2.95,1.47,-0.009,0.222,-0.22
2.6,2.6,2.628,2.628,2.34,3.02,1.52,-0.013,0.2,-0.238,2.34,3.02,1.52,-0.028,0.205,-0.24
2.7,2.7,2.721,2.721,2.39,3.1,1.53,-0.065,0.17,-0.287,2.4,3.08,1.57,-0.05,0.184,-0.263
2.8,2.8,2.815,2.815,2.46,3.19,1.59,-0.108,0.154,-0.32,2.45,3.13,1.61,-0.072,0.162,-0.286
2.9,2.9,2.908,2.908,2.57,3.29,1.72,-0.138,0.142,-0.332,2.49,3.18,1.65,-0.096,0.139,-0.311
3,3,3.002,3.002,2.68,3.4,1.8,-0.156,0.132,-0.345,2.53,3.23,1.69,-0.12,0.115,-0.335
3.1,3.1,3.1,3.1,2.74,3.44,1.86,-0.172,0.108,-0.366,2.58,3.27,1.73,-0.143,0.092,-0.358
3.2,3.2,3.2,3.2,2.74,3.44,1.86,-0.189,0.074,-0.396,2.62,3.32,1.78,-0.165,0.069,-0.379
3.3,3.3,3.3,3.3,2.69,3.4,1.81,-0.209,0.028,-0.431,2.67,3.36,1.82,-0.185,0.049,-0.397
3.4,3.4,3.4,3.4,2.64,3.36,1.76,-0.23,-0.009,-0.468,2.71,3.41,1.87,-0.202,0.031,-0.413
3.5,3.5,3.5,3.5,2.64,3.36,1.76,-0.249,-0.04,-0.491,2.77,3.46,1.92,-0.215,0.016,-0.425
3.6,3.6,3.6,3.6,2.67,3.4,1.81,-0.266,-0.053,-0.499,2.82,3.51,1.98,-0.224,0.004,-0.434
3.7,3.7,3.7,3.7,2.73,3.43,1.9,-0.284,-0.067,-0.505,2.89,3.57,2.05,-0.23,-0.004,-0.44
3.8,3.8,3.8,3.8,2.81,3.49,1.99,-0.297,-0.083,-0.505,2.95,3.64,2.11,-0.232,-0.009,-0.442
3.9,3.9,3.9,3.9,2.87,3.53,2.07,-0.305,-0.088,-0.503,3.02,3.7,2.19,-0.231,-0.012,-0.442
4,4,4,4,2.93,3.57,2.14,-0.31,-0.096,-0.502,3.09,3.77,2.26,-0.228,-0.011,-0.44
4.1,4.1,4.1,4.1,3,3.65,2.21,-0.309,-0.096,-0.494,3.17,3.84,2.34,-0.224,-0.009,-0.436
4.2,4.2,4.2,4.2,3.09,3.75,2.28,-0.295,-0.084,-0.485,3.25,3.92,2.41,-0.217,-0.003,-0.43
4.3,4.3,4.3,4.3,3.21,3.87,2.39,-0.266,-0.055,-0.463,3.33,4,2.49,-0.21,0.004,-0.423
4.4,4.4,4.4,4.4,3.38,4.03,2.55,-0.22,-0.016,-0.424,3.4,4.08,2.57,-0.202,0.013,-0.416
4.5,4.5,4.5,4.5,3.57,4.2,2.74,-0.164,0.027,-0.376,3.48,4.16,2.64,-0.192,0.024,-0.408
4.6,4.6,4.6,4.6,3.75,4.41,2.95,-0.114,0.072,-0.335,3.55,4.23,2.71,-0.183,0.035,-0.4
4.7,4.7,4.7,4.7,3.89,4.57,3.05,-0.085,0.107,-0.317,3.62,4.3,2.77,-0.173,0.046,-0.393
4.8,4.8,4.8,4.8,3.96,4.65,3.11,-0.083,0.127,-0.312,3.68,4.37,2.83,-0.163,0.057,-0.385
4.9,4.9,4.9,4.9,3.98,4.66,3.13,-0.1,0.125,-0.325,3.73,4.42,2.88,-0.154,0.067,-0.379
5,5,5,5,3.99,4.66,3.14,-0.123,0.11,-0.343,3.78,4.47,2.92,-0.145,0.076,-0.373
5.1,5.1,5.1,5.1,4.02,4.68,3.16,-0.134,0.116,-0.355,3.82,4.52,2.95,-0.137,0.083,-0.368
5.2,5.2,5.2,5.2,4.07,4.73,3.19,-0.124,0.121,-0.348,3.85,4.55,2.97,-0.131,0.09,-0.363
5.3,5.3,5.3,5.299,4.1,4.82,3.21,-0.111,0.14,-0.348,3.87,4.58,2.99,-0.126,0.094,-0.36
5.4,5.4,5.4,5.398,4.06,4.82,3.14,-0.106,0.145,-0.358,3.89,4.59,3.01,-0.122,0.097,-0.357
5.5,5.5,5.5,5.497,3.96,4.76,3.02,-0.114,0.129,-0.377,3.9,4.61,3.02,-0.121,0.098,-0.355
5.6,5.6,5.6,5.595,3.84,4.64,2.89,-0.129,0.103,-0.394,3.91,4.61,3.02,-0.12,0.098,-0.355
5.7,5.7,5.7,5.694,3.75,4.53,2.82,-0.139,0.08,-0.407,3.91,4.62,3.02,-0.12,0.097,-0.354
5.8,5.8,5.8,5.793,3.72,4.46,2.82,-0.139,0.063,-0.397,3.91,4.61,3.02,-0.121,0.095,-0.354
5.9,5.9,5.9,5.892,3.76,4.46,2.89,-0.131,0.062,-0.372,3.91,4.61,3.02,-0.122,0.092,-0.354
6,6,6,5.99,3.82,4.5,2.96,-0.121,0.07,-0.341,3.91,4.61,3.02,-0.122,0.089,-0.354
6.1,6.1,6.1,6.099,3.86,4.54,2.99,-0.115,0.075,-0.33,3.91,4.61,3.02,-0.123,0.086,-0.353
6.2,6.2,6.2,6.213,3.88,4.54,3.01,-0.112,0.079,-0.325,3.92,4.61,3.02,-0.123,0.083,-0.352
6.3,6.3,6.3,6.302,3.89,4.53,3.03,-0.114,0.074,-0.332,3.92,4.62,3.03,-0.123,0.081,-0.35
6.4,6.4,6.4,6.364,3.91,4.55,3.03,-0.118,0.081,-0.337,3.94,4.63,3.04,-0.122,0.08,-0.348
6.5,6.5,6.5,6.459,3.95,4.61,3.07,-0.121,0.089,-0.333,3.96,4.65,3.06,-0.121,0.08,-0.345
6.6,6.6,6.6,6.574,3.99,4.67,3.09,-0.123,0.086,-0.331,3.99,4.68,3.09,-0.12,0.082,-0.341
6.7,6.7,6.7,6.689,4.01,4.68,3.13,-0.125,0.078,-0.334,4.03,4.72,3.12,-0.118,0.084,-0.337
6.8,6.8,6.8,6.789,4.01,4.67,3.12,-0.128,0.069,-0.346,4.07,4.76,3.16,-0.116,0.088,-0.333
6.9,6.9,6.9,6.882,3.99,4.67,3.09,-0.131,0.065,-0.355,4.12,4.82,3.21,-0.113,0.092,-0.329
7,7,7,6.974,3.98,4.67,3.06,-0.131,0.06,-0.361,4.17,4.87,3.25,-0.11,0.098,-0.325
7.1,7.1,7.1,7.067,4.02,4.72,3.1,-0.125,0.062,-0.352,4.23,4.94,3.3,-0.106,0.104,-0.321
7.2,7.2,7.2,7.196,4.11,4.82,3.19,-0.113,0.079,-0.338,4.29,5,3.35,-0.1,0.111,-0.317
7.3,7.3,7.3,7.318,4.24,4.95,3.3,-0.099,0.106,-0.319,4.35,5.07,3.4,-0.094,0.119,-0.312
7.4,7.4,7.4,7.408,4.36,5.11,3.42,-0.095,0.127,-0.301,4.41,5.14,3.45,-0.086,0.127,-0.307
7.5,7.5,7.5,7.51,4.47,5.25,3.5,-0.098,0.138,-0.295,4.47,5.21,3.5,-0.078,0.137,-0.301
7.6,7.6,7.6,7.608,4.55,5.35,3.59,-0.102,0.146,-0.295,4.53,5.28,3.55,-0.07,0.147,-0.295
7.7,7.7,7.7,7.706,4.65,5.43,3.69,-0.099,0.147,-0.291,4.59,5.35,3.6,-0.061,0.158,-0.289
7.8,7.8,7.8,7.809,4.76,5.52,3.8,-0.08,0.16,-0.285,4.64,5.41,3.64,-0.052,0.169,-0.283
7.9,7.9,7.9,7.911,4.88,5.62,3.92,-0.049,0.182,-0.27,4.7,5.48,3.68,-0.042,0.181,-0.277
8,8,8,8.014,4.98,5.71,3.99,-0.016,0.202,-0.253,4.75,5.54,3.72,-0.033,0.193,-0.271
8.1,8.1,8.1,8.117,5.02,5.77,3.98,0.004,0.214,-0.247,4.79,5.6,3.76,-0.024,0.205,-0.265
8.2,8.2,8.2,8.208,5.02,5.82,3.93,0.02,0.223,-0.243,4.84,5.65,3.78,-0.016,0.216,-0.261
8.3,8.3,8.3,8.3,5,5.84,3.87,0.031,0.231,-0.248,4.87,5.7,3.8,-0.009,0.227,-0.258
8.4,8.4,8.4,8.4,4.97,5.82,3.86,0.033,0.237,-0.24,4.9,5.74,3.81,-0.002,0.237,-0.256
8.5,8.501,8.501,8.501,4.94,5.81,3.87,0.029,0.261,-0.234,4.92,5.78,3.82,0.003,0.246,-0.257
8.6,8.601,8.601,8.601,4.92,5.76,3.83,0.024,0.271,-0.243,4.94,5.82,3.81,0.008,0.254,-0.259
8.7,8.702,8.702,8.702,4.92,5.79,3.82,0.02,0.284,-0.244,4.95,5.85,3.8,0.01,0.261,-0.263
8.8,8.802,8.802,8.802,4.96,5.84,3.8,0.027,0.294,-0.246,4.96,5.88,3.78,0.012,0.267,-0.269
8.9,8.904,8.904,8.904,5,5.92,3.82,0.041,0.301,-0.232,4.96,5.91,3.75,0.011,0.272,-0.277
9,9.006,9.006,9.006,5.03,5.98,3.85,0.051,0.304,-0.227,4.97,5.93,3.73,0.008,0.276,-0.287
9.1,9.107,9.107,9.107,5.03,5.99,3.84,0.046,0.3,-0.23,4.97,5.96,3.7,0.004,0.278,-0.297
9.2,9.203,9.203,9.203,4.98,5.94,3.8,0.023,0.297,-0.246,4.97,5.99,3.67,-0.001,0.279,-0.308
9.3,9.299,9.299,9.299,4.91,5.9,3.72,-0.007,0.285,-0.276,4.97,6.01,3.64,-0.008,0.279,-0.32
9.4,9.415,9.415,9.415,4.88,5.92,3.54,-0.022,0.278,-0.332,4.97,6.03,3.62,-0.016,0.276,-0.332
9.5,9.507,9.507,9.507,4.88,6.03,3.39,-0.023,0.286,-0.381,4.97,6.04,3.59,-0.024,0.272,-0.344
9.6,9.597,9.597,9.597,4.92,6.14,3.36,-0.019,0.305,-0.408,4.96,6.05,3.56,-0.032,0.265,-0.356
9.7,9.7,9.7,9.7,4.99,6.21,3.42,-0.019,0.306,-0.415,4.95,6.05,3.53,-0.041,0.257,-0.368
9.8,9.806,9.806,9.806,5.05,6.25,3.46,-0.033,0.285,-0.416,4.94,6.04,3.51,-0.05,0.247,-0.379
9.9,9.904,9.904,9.904,5.08,6.28,3.49,-0.06,0.266,-0.439,4.92,6.03,3.48,-0.059,0.236,-0.39
10,9.997,9.997,9.997,5.08,6.27,3.52,-0.091,0.245,-0.435,4.9,6.01,3.46,-0.068,0.223,-0.399
10.1,10.099,10.099,10.099,5.04,6.22,3.49,-0.111,0.229,-0.434,4.88,5.98,3.44,-0.078,0.21,-0.408
10.2,10.201,10.201,10.201,4.99,6.22,3.41,-0.117,0.228,-0.447,4.85,5.95,3.43,-0.087,0.195,-0.415
10.3,10.303,10.303,10.303,4.93,6.12,3.37,-0.119,0.2,-0.448,4.83,5.91,3.42,-0.097,0.18,-0.42
10.4,10.404,10.404,10.404,4.86,6.02,3.29,-0.114,0.18,-0.453,4.81,5.87,3.42,-0.107,0.164,-0.423
10.5,10.506,10.506,10.506,4.78,5.89,3.33,-0.109,0.153,-0.431,4.78,5.83,3.42,-0.117,0.148,-0.425
10.6,10.608,10.608,10.608,4.69,5.7,3.35,-0.108,0.118,-0.421,4.76,5.78,3.43,-0.126,0.131,-0.424
10.7,10.71,10.71,10.71,4.61,5.55,3.37,-0.11,0.091,-0.417,4.74,5.73,3.44,-0.136,0.115,-0.423
10.8,10.812,10.812,10.812,4.55,5.43,3.41,-0.119,0.063,-0.407,4.71,5.68,3.45,-0.144,0.098,-0.421
10.9,10.913,10.913,10.913,4.52,5.41,3.4,-0.133,0.045,-0.409,4.69,5.63,3.46,-0.152,0.083,-0.418
11,11.015,11.015,11.015,4.51,5.4,3.39,-0.157,0.042,-0.428,4.66,5.57,3.47,-0.159,0.068,-0.415
11.1,11.125,11.125,11.125,4.51,5.43,3.38,-0.181,0.047,-0.444,4.64,5.52,3.48,-0.165,0.053,-0.412
11.2,11.234,11.234,11.234,4.54,5.42,3.44,-0.197,0.028,-0.438,4.62,5.47,3.5,-0.171,0.04,-0.409
11.3,11.335,11.335,11.335,4.59,5.39,3.54,-0.209,0.006,-0.412,4.6,5.43,3.51,-0.176,0.028,-0.407
11.4,11.436,11.436,11.436,4.63,5.4,3.62,-0.217,-0.006,-0.396,4.58,5.4,3.52,-0.181,0.017,-0.404
11.5,11.537,11.537,11.537,4.67,5.39,3.7,-0.217,-0.011,-0.378,4.57,5.37,3.53,-0.185,0.006,-0.402
11.6,11.642,11.642,11.642,4.68,5.39,3.73,-0.215,-0.01,-0.369,4.56,5.34,3.54,-0.19,-0.004,-0.401
11.7,11.741,11.741,11.741,4.66,5.38,3.72,-0.21,-0.01,-0.369,4.56,5.33,3.55,-0.194,-0.014,-0.401
11.8,11.839,11.839,11.839,4.63,5.33,3.68,-0.201,-0.011,-0.377,4.55,5.31,3.56,-0.2,-0.024,-0.402
11.9,11.937,11.937,11.937,4.55,5.24,3.6,-0.198,-0.02,-0.389,4.55,5.3,3.56,-0.207,-0.036,-0.405
12,12.035,12.035,12.035,4.45,5.12,3.51,-0.204,-0.049,-0.402,4.54,5.29,3.56,-0.215,-0.048,-0.409
12.1,12.154,12.154,12.154,4.37,5.08,3.43,-0.212,-0.053,-0.407,4.54,5.28,3.56,-0.224,-0.061,-0.415
12.2,12.264,12.264,12.264,4.37,5.08,3.41,-0.205,-0.061,-0.408,4.54,5.28,3.56,-0.234,-0.075,-0.422
12.3,12.362,12.362,12.362,4.49,5.22,3.52,-0.176,-0.044,-0.387,4.54,5.28,3.56,-0.245,-0.089,-0.431
12.4,12.459,12.459,12.459,4.62,5.38,3.64,-0.156,-0.031,-0.374,4.55,5.29,3.57,-0.257,-0.104,-0.44
12.5,12.544,12.544,12.544,4.66,5.42,3.68,-0.164,-0.051,-0.383,4.57,5.3,3.58,-0.268,-0.119,-0.45
12.6,12.627,12.627,12.627,4.59,5.36,3.61,-0.205,-0.095,-0.418,4.59,5.33,3.6,-0.281,-0.134,-0.461
12.7,12.71,12.71,12.71,4.46,5.24,3.49,-0.269,-0.146,-0.459,4.62,5.36,3.63,-0.294,-0.149,-0.473
12.8,12.808,12.808,12.808,4.37,5.13,3.38,-0.334,-0.2,-0.509,4.66,5.4,3.66,-0.308,-0.165,-0.485
12.9,12.91,12.91,12.91,4.36,5.1,3.36,-0.384,-0.236,-0.54,4.7,5.44,3.69,-0.324,-0.181,-0.498
13,13.016,13.016,13.016,4.43,5.16,3.41,-0.412,-0.258,-0.557,4.75,5.49,3.73,-0.341,-0.199,-0.513
13.1,13.108,13.108,13.108,4.55,5.3,3.53,-0.426,-0.263,-0.566,4.8,5.54,3.77,-0.359,-0.217,-0.528
13.2,13.199,13.199,13.199,4.71,5.46,3.66,-0.432,-0.26,-0.572,4.85,5.59,3.82,-0.378,-0.235,-0.544
13.3,13.296,13.296,13.296,4.9,5.64,3.84,-0.423,-0.26,-0.567,4.91,5.66,3.88,-0.398,-0.252,-0.56
13.4,13.395,13.395,13.395,5.11,5.84,4.08,-0.403,-0.25,-0.547,4.99,5.73,3.94,-0.418,-0.269,-0.576
13.5,13.499,13.499,13.499,5.3,6.03,4.24,-0.386,-0.242,-0.547,5.07,5.81,4.01,-0.437,-0.286,-0.591
13.6,13.603,13.603,13.603,5.41,6.13,4.33,-0.385,-0.25,-0.553,5.15,5.9,4.09,-0.455,-0.301,-0.607
13.7,13.704,13.704,13.704,5.37,6.1,4.31,-0.41,-0.285,-0.58,5.24,5.99,4.17,-0.471,-0.316,-0.622
13.8,13.8,13.8,13.8,5.23,5.96,4.17,-0.465,-0.34,-0.636,5.34,6.08,4.26,-0.488,-0.331,-0.638
13.9,13.891,13.891,13.891,5.09,5.82,4.02,-0.533,-0.397,-0.693,5.43,6.18,4.34,-0.504,-0.346,-0.655
14,13.983,13.983,13.983,5.1,5.84,4.03,-0.578,-0.419,-0.717,5.51,6.27,4.42,-0.521,-0.363,-0.673
14.1,14.075,14.075,14.075,5.33,6.08,4.23,-0.586,-0.409,-0.711,5.59,6.35,4.49,-0.54,-0.381,-0.693
14.2,14.17,14.17,14.17,5.66,6.42,4.55,-0.572,-0.383,-0.692,5.67,6.43,4.55,-0.559,-0.4,-0.713
14.3,14.285,14.285,14.285,5.99,6.78,4.85,-0.556,-0.363,-0.682,5.74,6.5,4.62,-0.579,-0.419,-0.734
14.4,14.4,14.4,14.4,6.21,7,5.05,-0.558,-0.364,-0.693,5.8,6.57,4.68,-0.599,-0.438,-0.754
14.5,14.516,14.516,14.516,6.3,7.07,5.15,-0.575,-0.394,-0.724,5.87,6.64,4.74,-0.618,-0.456,-0.773
14.6,14.625,14.625,14.625,6.33,7.08,5.16,-0.596,-0.435,-0.761,5.94,6.72,4.8,-0.635,-0.471,-0.79
14.7,14.706,14.706,14.706,6.28,7.05,5.14,-0.622,-0.475,-0.798,6.02,6.79,4.86,-0.65,-0.485,-0.805
14.8,14.791,14.791,14.791,6.14,6.92,5,-0.668,-0.525,-0.847,6.09,6.87,4.93,-0.662,-0.497,-0.817
14.9,14.894,14.894,14.895,5.95,6.77,4.79,-0.731,-0.584,-0.921,6.16,6.94,4.98,-0.671,-0.507,-0.828
15,14.999,14.999,15.005,5.87,6.7,4.68,-0.781,-0.629,-0.972,6.21,7,5.03,-0.679,-0.517,-0.838
15.1,15.1,15.1,15.118,5.9,6.71,4.72,-0.816,-0.659,-0.994,6.26,7.05,5.07,-0.686,-0.527,-0.847
15.2,15.2,15.2,15.226,6.08,6.86,4.92,-0.821,-0.657,-0.971,6.3,7.08,5.1,-0.692,-0.537,-0.857
15.3,15.3,15.3,15.325,6.37,7.15,5.18,-0.798,-0.615,-0.927,6.33,7.11,5.12,-0.699,-0.547,-0.866
15.4,15.4,15.4,15.424,6.59,7.39,5.37,-0.763,-0.566,-0.883,6.35,7.13,5.13,-0.705,-0.556,-0.874
15.5,15.5,15.5,15.523,6.73,7.53,5.49,-0.715,-0.526,-0.845,6.37,7.15,5.14,-0.71,-0.564,-0.88
15.6,15.6,15.6,15.623,6.81,7.61,5.55,-0.663,-0.495,-0.816,6.4,7.18,5.16,-0.715,-0.569,-0.885
15.7,15.7,15.7,15.722,6.8,7.6,5.54,-0.63,-0.481,-0.799,6.42,7.21,5.18,-0.718,-0.573,-0.888
15.8,15.8,15.8,15.821,6.68,7.46,5.41,-0.622,-0.499,-0.811,6.45,7.24,5.19,-0.719,-0.575,-0.89
15.9,15.9,15.9,15.921,6.49,7.23,5.23,-0.634,-0.544,-0.84,6.48,7.27,5.21,-0.719,-0.574,-0.891
16,16,16,16.018,6.3,7.01,5.03,-0.669,-0.591,-0.881,6.51,7.31,5.22,-0.717,-0.572,-0.89
16.1,16.1,16.1,16.108,6.18,6.91,4.89,-0.708,-0.626,-0.922,6.54,7.34,5.23,-0.712,-0.568,-0.89
16.2,16.2,16.2,16.199,6.22,6.95,4.91,-0.734,-0.637,-0.937,6.57,7.37,5.23,-0.706,-0.562,-0.889
16.3,16.3,16.3,16.343,6.36,7.12,5.05,-0.752,-0.627,-0.934,6.6,7.4,5.23,-0.698,-0.555,-0.889
16.4,16.4,16.4,16.399,6.57,7.38,5.26,-0.757,-0.595,-0.913,6.62,7.43,5.22,-0.688,-0.545,-0.889
16.5,16.5,16.5,16.473,6.75,7.57,5.43,-0.756,-0.574,-0.895,6.65,7.46,5.2,-0.677,-0.534,-0.888
16.6,16.6,16.6,16.566,6.82,7.66,5.48,-0.755,-0.565,-0.895,6.67,7.5,5.19,-0.664,-0.52,-0.886
16.7,16.7,16.7,16.625,6.78,7.65,5.4,-0.755,-0.572,-0.911,6.71,7.54,5.17,-0.649,-0.504,-0.884
16.8,16.8,16.8,16.716,6.67,7.54,5.27,-0.75,-0.583,-0.931,6.74,7.59,5.16,-0.633,-0.487,-0.88
16.9,16.9,16.9,16.817,6.58,7.45,5.12,-0.733,-0.58,-0.945,6.78,7.63,5.15,-0.616,-0.467,-0.874
17,17,17,16.918,6.63,7.51,5.05,-0.684,-0.536,-0.924,6.82,7.68,5.14,-0.598,-0.448,-0.868
17.1,17.1,17.1,17.018,6.82,7.67,5.07,-0.608,-0.469,-0.891,6.85,7.72,5.14,-0.581,-0.428,-0.861
17.2,17.2,17.2,17.119,7.02,7.89,5.08,-0.528,-0.382,-0.859,6.88,7.76,5.13,-0.564,-0.409,-0.854
17.3,17.3,17.3,17.222,7.17,8.08,5.1,-0.454,-0.295,-0.831,6.92,7.8,5.12,-0.548,-0.391,-0.846
17.4,17.4,17.4,17.327,7.2,8.13,5.13,-0.401,-0.245,-0.801,6.94,7.84,5.12,-0.531,-0.373,-0.837
17.5,17.5,17.5,17.431,7.16,8.12,5.07,-0.369,-0.218,-0.785,6.98,7.87,5.13,-0.515,-0.355,-0.827
17.6,17.6,17.6,17.527,7.1,8.04,5.04,-0.353,-0.228,-0.771,7.01,7.91,5.14,-0.499,-0.337,-0.814
17.7,17.7,17.7,17.618,7.07,7.99,5.01,-0.354,-0.227,-0.77,7.05,7.95,5.17,-0.483,-0.319,-0.8
17.8,17.8,17.8,17.739,7.09,7.99,5.04,-0.371,-0.235,-0.762,7.09,8,5.22,-0.467,-0.301,-0.783
17.9,17.9,17.9,17.844,7.08,8,5.05,-0.413,-0.247,-0.764,7.14,8.05,5.27,-0.451,-0.284,-0.765
18,18,18,17.948,6.99,7.88,4.98,-0.479,-0.291,-0.796,7.18,8.09,5.32,-0.437,-0.268,-0.745
18.1,18.1,18.1,18.053,6.86,7.72,4.84,-0.542,-0.346,-0.847,7.22,8.13,5.39,-0.425,-0.255,-0.726
18.2,18.2,18.2,18.158,6.85,7.7,4.91,-0.564,-0.378,-0.857,7.25,8.16,5.45,-0.415,-0.244,-0.707
18.3,18.3,18.3,18.262,6.95,7.86,5.16,-0.547,-0.353,-0.812,7.28,8.18,5.5,-0.406,-0.235,-0.688
18.4,18.4,18.4,18.367,7.22,8.15,5.6,-0.488,-0.297,-0.716,7.3,8.2,5.56,-0.398,-0.228,-0.67
18.5,18.5,18.5,18.472,7.53,8.5,5.99,-0.417,-0.22,-0.621,7.32,8.22,5.61,-0.391,-0.221,-0.652
18.6,18.6,18.6,18.544,7.74,8.72,6.18,-0.366,-0.158,-0.574,7.34,8.23,5.67,-0.383,-0.215,-0.635
18.7,18.7,18.7,18.606,7.82,8.77,6.28,-0.333,-0.125,-0.534,7.35,8.24,5.71,-0.375,-0.208,-0.618
18.8,18.8,18.8,18.684,7.81,8.74,6.3,-0.306,-0.115,-0.509,7.36,8.25,5.76,-0.366,-0.2,-0.601
18.9,18.9,18.9,18.776,7.73,8.62,6.25,-0.289,-0.123,-0.494,7.37,8.26,5.79,-0.357,-0.192,-0.586
19,19,19,18.869,7.58,8.43,6.15,-0.289,-0.149,-0.488,7.37,8.26,5.82,-0.349,-0.185,-0.572
19.1,19.1,19.1,18.961,7.43,8.24,6,-0.296,-0.172,-0.503,7.36,8.25,5.83,-0.342,-0.18,-0.561
19.2,19.2,19.2,19.053,7.32,8.12,5.85,-0.298,-0.175,-0.517,7.34,8.22,5.82,-0.338,-0.177,-0.553
19.3,19.3,19.3,19.145,7.25,8.06,5.78,-0.301,-0.179,-0.522,7.3,8.19,5.8,-0.336,-0.176,-0.549
19.4,19.4,19.4,19.238,7.25,8.09,5.77,-0.293,-0.166,-0.515,7.26,8.14,5.77,-0.336,-0.177,-0.547
19.5,19.5,19.5,19.33,7.31,8.19,5.82,-0.272,-0.139,-0.494,7.2,8.08,5.72,-0.338,-0.18,-0.548
19.6,19.6,19.6,19.422,7.36,8.27,5.84,-0.255,-0.111,-0.487,7.15,8.02,5.67,-0.341,-0.185,-0.55
19.7,19.7,19.7,19.515,7.33,8.25,5.81,-0.262,-0.115,-0.492,7.09,7.96,5.62,-0.343,-0.189,-0.553
19.8,19.8,19.8,19.644,7.2,8.12,5.68,-0.3,-0.146,-0.523,7.04,7.91,5.57,-0.345,-0.192,-0.555
19.9,19.9,19.9,19.784,7,7.9,5.51,-0.365,-0.188,-0.571,7.01,7.87,5.53,-0.346,-0.194,-0.556
20,20,20,19.923,6.76,7.64,5.29,-0.433,-0.236,-0.625,6.97,7.83,5.5,-0.345,-0.194,-0.556
20.1,20.1,20.1,20.049,6.57,7.43,5.12,-0.48,-0.285,-0.658,6.95,7.81,5.48,-0.344,-0.194,-0.556
20.2,20.2,20.2,20.167,6.44,7.3,4.98,-0.504,-0.308,-0.682,6.94,7.79,5.46,-0.343,-0.193,-0.555
20.3,20.3,20.3,20.284,6.38,7.22,4.92,-0.496,-0.315,-0.69,6.93,7.78,5.45,-0.341,-0.192,-0.553
